@relation 'backet'
@attribute Instant/food/products {F, T}
@attribute UHT-milk {F, T}
@attribute abrasive/cleaner {F, T}
@attribute artif./sweetener {F, T}
@attribute baby/cosmetics {F, T}
@attribute baby/food {F, T}
@attribute bags {F, T}
@attribute baking/powder {F, T}
@attribute bathroom/cleaner {F, T}
@attribute beef {F, T}
@attribute berries {F, T}
@attribute beverages {F, T}
@attribute bottled/beer {F, T}
@attribute bottled/water {F, T}
@attribute brandy {F, T}
@attribute brown/bread {F, T}
@attribute butter {F, T}
@attribute butter/milk {F, T}
@attribute cake/bar {F, T}
@attribute candles {F, T}
@attribute candy {F, T}
@attribute canned/beer {F, T}
@attribute canned/fish {F, T}
@attribute canned/fruit {F, T}
@attribute canned/vegetables {F, T}
@attribute cat/food {F, T}
@attribute cereals {F, T}
@attribute chewing/gum {F, T}
@attribute chicken {F, T}
@attribute chocolate {F, T}
@attribute chocolate/marshmallow {F, T}
@attribute citrus/fruit {F, T}
@attribute cleaner {F, T}
@attribute cling/film/bags {F, T}
@attribute cocoa/drinks {F, T}
@attribute coffee {F, T}
@attribute condensed/milk {F, T}
@attribute cooking/chocolate {F, T}
@attribute cookware {F, T}
@attribute cream {F, T}
@attribute cream/cheese/ {F, T}
@attribute curd {F, T}
@attribute curd/cheese {F, T}
@attribute decalcifier {F, T}
@attribute dental/care {F, T}
@attribute dessert {F, T}
@attribute detergent {F, T}
@attribute dish/cleaner {F, T}
@attribute dishes {F, T}
@attribute dog/food {F, T}
@attribute domestic/eggs {F, T}
@attribute female/sanitary/products {F, T}
@attribute finished/products {F, T}
@attribute fish {F, T}
@attribute flour {F, T}
@attribute flower/(seeds) {F, T}
@attribute flower/soil/fertilizer {F, T}
@attribute frankfurter {F, T}
@attribute frozen/chicken {F, T}
@attribute frozen/dessert {F, T}
@attribute frozen/fish {F, T}
@attribute frozen/fruits {F, T}
@attribute frozen/meals {F, T}
@attribute frozen/potato/products {F, T}
@attribute frozen/vegetables {F, T}
@attribute fruit/vegetable/juice {F, T}
@attribute grapes {F, T}
@attribute hair/spray {F, T}
@attribute ham {F, T}
@attribute hamburger/meat {F, T}
@attribute hard/cheese {F, T}
@attribute herbs {F, T}
@attribute honey {F, T}
@attribute house/keeping/products {F, T}
@attribute hygiene/articles {F, T}
@attribute ice/cream {F, T}
@attribute instant/coffee {F, T}
@attribute jam {F, T}
@attribute ketchup {F, T}
@attribute kitchen/towels {F, T}
@attribute kitchen/utensil {F, T}
@attribute light/bulbs {F, T}
@attribute liqueur {F, T}
@attribute liquor {F, T}
@attribute liquor/(appetizer) {F, T}
@attribute liver/loaf {F, T}
@attribute long/life/bakery/product {F, T}
@attribute make/up/remover {F, T}
@attribute male/cosmetics {F, T}
@attribute margarine {F, T}
@attribute mayonnaise {F, T}
@attribute meat {F, T}
@attribute meat/spreads {F, T}
@attribute misc./beverages {F, T}
@attribute mustard {F, T}
@attribute napkins {F, T}
@attribute newspapers {F, T}
@attribute nut/snack {F, T}
@attribute nuts/prunes {F, T}
@attribute oil {F, T}
@attribute onions {F, T}
@attribute organic/products {F, T}
@attribute organic/sausage {F, T}
@attribute other/vegetables {F, T}
@attribute packaged/fruit/vegetables {F, T}
@attribute pasta {F, T}
@attribute pastry {F, T}
@attribute pet/care {F, T}
@attribute photo/film {F, T}
@attribute pickled/vegetables {F, T}
@attribute pip/fruit {F, T}
@attribute popcorn {F, T}
@attribute pork {F, T}
@attribute pot/plants {F, T}
@attribute potato/products {F, T}
@attribute preservation/products {F, T}
@attribute processed/cheese {F, T}
@attribute prosecco {F, T}
@attribute pudding/powder {F, T}
@attribute ready/soups {F, T}
@attribute red/blush/wine {F, T}
@attribute rice {F, T}
@attribute roll/products/ {F, T}
@attribute rolls/buns {F, T}
@attribute root/vegetables {F, T}
@attribute rubbing/alcohol {F, T}
@attribute rum {F, T}
@attribute salad/dressing {F, T}
@attribute salt {F, T}
@attribute salty/snack {F, T}
@attribute sauces {F, T}
@attribute sausage {F, T}
@attribute seasonal/products {F, T}
@attribute semi-finished/bread {F, T}
@attribute shopping/bags {F, T}
@attribute skin/care {F, T}
@attribute sliced/cheese {F, T}
@attribute snack/products {F, T}
@attribute soap {F, T}
@attribute soda {F, T}
@attribute soft/cheese {F, T}
@attribute softener {F, T}
@attribute sound/storage/medium {F, T}
@attribute soups {F, T}
@attribute sparkling/wine {F, T}
@attribute specialty/bar {F, T}
@attribute specialty/cheese {F, T}
@attribute specialty/chocolate {F, T}
@attribute specialty/fat {F, T}
@attribute specialty/vegetables {F, T}
@attribute spices {F, T}
@attribute spread/cheese {F, T}
@attribute sugar {F, T}
@attribute sweet/spreads {F, T}
@attribute syrup {F, T}
@attribute tea {F, T}
@attribute tidbits {F, T}
@attribute toilet/cleaner {F, T}
@attribute tropical/fruit {F, T}
@attribute turkey {F, T}
@attribute vinegar {F, T}
@attribute waffles {F, T}
@attribute whipped/sour/cream {F, T}
@attribute whisky {F, T}
@attribute white/bread {F, T}
@attribute white/wine {F, T}
@attribute whole/milk {F, T}
@attribute yogurt {F, T}
@attribute zwieback {F, T}
@data
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,T,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,T,?,?,?,T,T,?
?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?
?,?,T,?,?,?,?,?,?,?,?,?,?,T,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,T,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,T,?,T,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,T,?
T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
?,?,?,?,?,?,?,?,?,?,?,?,T,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,T,?
?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,T,?,?,?,?,?,?,?,?,T,?
?,?,?,?,?,?,?,?,?,T,?,?,T,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,T,?,?,?,?,?,?,T,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,T,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,T,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?
?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,T,T,?
?,?,?,?,?,?,?,?,?,T,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,T,T,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,T,?,?
